network	network_description	activation_delay	compute	number_activations	strategy	strategy_description	version	protocol	machine_duration_s	activations	reward	head_time	head_progress	head_height	head_miner	preference	progress	max_uncles	incentive_scheme	head_work	k	head_kind	subblock_selection
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.626383131	1009|8991	91.375|8911.625	9797.28480654	9088.	568					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	1.310238325	5022|4978	2589.3125|2976.6875	9896.5801655	6048.	378					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	1.30996316	5018|4982	5018.|4982.	10003.954571	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.672940867	1019|8981	1019.|8981.	10111.1090671	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.713731151	1953|8047	238.4375|7690.5625	10018.2434503	8096.	506					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.597889111	1923|8077	255.0625|7839.9375	10002.1312491	8352.	522					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	1.980642772	5006|4994	4019.8125|1990.1875	10167.0139242	7312.	457					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.748985561	1936|8064	390.375|7539.625	10024.7667382	8176.	511					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.647052587	1984|8016	1984.|8016.	10041.9681157	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.653441902	2489|7511	360.75|6943.25	10079.6206605	7584.	474					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.754512581	2555|7445	709.3125|6505.6875	10007.9586241	7664.	479					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.680980943	2522|7478	368.6875|7139.3125	9873.71505378	7888.	493					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.586878002	2545|7455	2545.|7455.	10056.0812961	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.625828943	3273|6727	541.25|6249.75	10042.5519292	7344.	459					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.61509399	3310|6690	3310.|6690.	9958.57068502	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.773639268	3300|6700	305.75|6189.25	10058.0568078	6752.	422					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.797513125	3341|6659	1457.625|4982.375	9914.10035004	7264.	454					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.753047217	3966|6034	125.9375|5832.0625	9919.2352843	6064.	379					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.833234819	3969|6031	1639.|4376.	9975.52256389	6832.	427					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.632751125	4018|5982	522.8125|5504.1875	10056.4654652	6608.	413					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.641982613	3951|6049	3951.|6049.	9848.68377526	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.785523673	4419|5581	54.9375|5516.0625	10079.0568212	5600.	350					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.770200438	4513|5487	967.375|4691.625	9969.0330297	6208.	388					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.67973523	4465|5535	4465.|5535.	9788.2037914	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	1.026893182	4545|5455	1937.875|3801.125	9908.46308822	6496.	406					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.599350879	5063|4937	5063.|4937.	10042.612848	10000.	625					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.555179221	971|9029	0.|9024.	10035.6011716	9024.	282					block		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	0.853245432	5023|4977	2306.|3112.	9882.68440122	5792.	362					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.545106418	973|9027	1088.|8896.	9942.64307559	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.655923719	1964|8036	0.|8032.	10092.9145219	8032.	251					block		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.521684157	1926|8074	2240.|7744.	9765.61451986	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.554482456	2477|7523	2464.|7520.	9882.0665958	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.571848827	2560|7440	0.|7424.	9889.76835735	7424.	232					block		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.507169977	3304|6696	0.|6688.	10015.9471278	6688.	209					block		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.619938482	3316|6684	2976.|7008.	9963.40739888	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.60381045	4015|5985	352.|5632.	10117.593463	5984.	187					block		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.577687552	3946|6054	3776.|6208.	9859.30705482	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.593999358	4481|5519	4160.|5824.	10069.2922855	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.797177056	4547|5453	1600.|3872.	10099.9786361	5472.	171					block		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.364981649	998|9002	0.|8992.	10204.0967791	8992.	281					block		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.359485076	962|9038	928.|9056.	10036.12402	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.519814786	4974|5026	4928.|5056.	9903.6460827	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.332668028	2042|7958	0.|7936.	9825.27662547	7936.	248					block		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.326317205	2463|7537	0.|7520.	9880.24671539	7520.	235					block		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.384460226	2006|7994	1792.|8192.	9939.97280244	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.361858882	2531|7469	2944.|7040.	9912.99433851	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.321015157	3288|6712	0.|6688.	9871.67458609	6688.	209					block		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.346331114	4000|6000	256.|5728.	9900.34561567	5984.	187					block		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	1.377630097	4991|5009	4192.|928.	9968.34712839	5120.	160					block		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.397112829	3311|6689	3328.|6656.	9968.98035353	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.366904059	3953|6047	4224.|5760.	9893.99376713	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.390862345	4448|5552	960.|4608.	9872.44155119	5568.	174					block		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.413284302	4609|5391	4640.|5344.	9986.0643203	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.382186678	4947|5053	4896.|5088.	9908.16248842	9984.	312					block		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.450317623	987|9013	0.|8992.	9930.47283349	8992.	281					constant		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.5701201	984|9016	983.|9001.	10045.5749287	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.50291534	2031|7969	0.|7968.	10088.9777458	7968.	249					constant		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.534914823	1942|8058	1938.|8046.	9864.06000392	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.558321946	2521|7479	0.|7456.	9910.19654709	7456.	233					constant		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.600871346	2521|7479	2517.|7467.	10093.4373184	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.584860313	3302|6698	33.|6655.	9984.97042911	6688.	209					constant		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.524600689	3967|6033	198.|5818.	9992.92201649	6016.	188					constant		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.673226161	3311|6689	3306.|6678.	10071.3734962	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.62496207	3973|6027	3966.|6018.	9966.34660114	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.505247657	4555|5445	4550.|5434.	9988.87545456	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	2.197252876	5136|4864	5088.|32.	9979.89697141	5120.	160					block		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	0.800648897	4563|5437	1631.|3841.	10098.0760776	5472.	171					constant		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.317666986	1021|8979	0.|8960.	10167.1720534	8960.	280					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bk	0.585300327	4997|5003	4988.|4996.	9967.63891069	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.388079123	1009|8991	1006.|8978.	10068.5940343	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.39508935	2028|7972	0.|7968.	10008.2571771	7968.	249					constant		32	block	
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.363848388	2023|7977	2021.|7963.	9880.8393682	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.366292334	2500|7500	0.|7488.	9975.38474668	7488.	234					constant		32	block	
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.451617557	2417|7583	2410.|7574.	9908.34560848	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bk	1.453003804	4930|5070	3766.|1418.	9962.49549851	5184.	162					constant		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.423299799	3311|6689	33.|6655.	9960.36969741	6688.	209					constant		32	block	
two-agents	2 nodes, alpha=0.33, no propagation delays	1.	0.33|0.67	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.382552684	3313|6687	3309.|6675.	10036.4452899	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.385169885	3951|6049	493.|5555.	9772.90590556	6048.	189					constant		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.421983223	4529|5471	1273.|4231.	10001.4200919	5504.	172					constant		32	block	
two-agents	2 nodes, alpha=0.45, no propagation delays	1.	0.45|0.55	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.429261482	4442|5558	4435.|5549.	10075.8710241	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.4, no propagation delays	1.	0.4|0.6	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.46552988	4052|5948	4044.|5940.	10063.665206	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	bkll	0.403871757	4984|5016	4976.|5008.	9941.0296606	9984.	312					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-selfish	SSZ'16-like attack space; ad-hoc selfish policy	local-v0.6.3-52-g1b63796-dirty	bkll	0.625191099	5021|4979	4549.|571.	9925.04974209	5120.	160					constant		32	block	
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstormll	15.868208944	4955|5045	762.0625|4455.9375	9920.43117096	5408.	338					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	10.44732689	1012|8988	1009.|8975.	10126.5542818	9984.	312					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	10.939137815	1007|8993	296.|8984.	10144.1968715	9280.	290					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	12.798960094	1028|8972	188.|8804.	9939.88587908	8992.	281					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	30.410790063	4992|5008	744.|4280.	10038.9022468	5024.	314					constant		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	15.468368616	2053|7947	242.|7726.	10127.9788085	7968.	249					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	5.803979538	1937|8063	1932.|8052.	10072.8403638	9984.	312					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.1, no propagation delays	1.	0.1|0.9	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	18.234384099	1029|8971	246.|8778.	9791.97916706	9024.	282					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	37.92510795	5019|4981	3753.|1287.	9961.85573453	5040.	315					constant		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	6.085136494	2423|7577	212.|7372.	10018.9215067	7584.	237					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstormll	26.363791528	5008|4992	2220.0625|2823.9375	9861.35920864	5056.	316					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	12.627755588	2049|7951	541.|7939.	9995.20722108	8480.	265					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.2, no propagation delays	1.	0.2|0.8	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	16.130984418	1972|8028	1127.|7161.	9966.29689912	8288.	259					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	local-v0.6.3-52-g1b63796-dirty	tailstorm	8.706098264	2459|7541	2455.|7529.	9875.75357391	9984.	312					constant		32	summary	heuristic
two-agents	2 nodes, alpha=0.5, no propagation delays	1.	0.5|0.5	10000	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	local-v0.6.3-52-g1b63796-dirty	tailstorm	36.331485738	5034|4966	3284.375|1765.625	10109.9005441	5056.	316					discount		16	summary	heuristic
two-agents	2 nodes, alpha=0.25, no propagation delays	1.	0.25|0.75	10000	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	local-v0.6.3-52-g1b63796-dirty	tailstorm	12.626969025	2471|7529	1816.|6216.	9953.77396319	8032.	251					constant		32	summary	heuristic
